date,77491_32247,77495_32247,77500_32247,77500_32252,77504_32234,77504_32238,77504_32243,77504_32247,77504_32252,77509_32238,77509_32243,77509_32247,77509_32252,77513_32243,77513_32247,77513_32252,77513_32256,77513_32261,77518_32252,77518_32256,77518_32261,77518_32265,77522_32234,77522_32238,77522_32256,77522_32261,77522_32265,77522_32270,77527_32234,77527_32238,77527_32243,77527_32247,77527_32265,77527_32270,77527_32274,77527_32279,77527_32283,77531_32234,77531_32238,77531_32243,77531_32247,77531_32252,77531_32256,77531_32261,77531_32265,77531_32270,77531_32274,77531_32279,77531_32283,77531_32288,77536_32234,77536_32247,77536_32252,77536_32256,77536_32261,77536_32265,77536_32270,77536_32274,77536_32279,77536_32283,77536_32288,77540_32229,77540_32234,77540_32270,77540_32274,77540_32279,77540_32283,77540_32288,77545_32274,.geo
2000_02_24,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_02_25,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_02_26,73,73,73,73,69,69,69,73,73,71,75,73,73,75,75,73,73,73,73,73,-11000,76,69,69,73,-11000,76,76,60,58,76,76,71,75,77,72,75,54,58,58,76,72,72,-11000,71,75,77,75,-11000,-11000,54,63,72,-11000,71,71,75,77,75,-11000,-11000,54,54,75,72,75,-11000,-11000,72,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_02_27,76,78,78,78,80,81,80,80,78,80,78,79,78,80,78,81,80,80,81,80,78,-11000,-11000,82,78,80,-11000,80,-11000,25,83,-11000,-11000,80,81,-11000,81,-11000,-11000,73,-11000,-11000,84,83,-11000,81,79,-11000,81,75,-11000,74,-11000,84,-11000,81,81,84,-11000,81,75,-11000,-11000,81,85,-11000,82,78,79,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_02_28,67,-11000,-11000,74,68,68,70,-11000,74,72,70,71,74,-11000,71,74,73,74,75,73,77,77,61,71,72,72,77,79,50,-11000,76,76,79,79,79,72,72,50,-11000,64,76,74,74,74,79,79,79,72,69,69,50,70,74,62,74,73,73,79,72,69,69,56,-11000,73,75,74,69,69,75,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_02_29,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_03_01,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_03_02,69,69,69,69,71,71,69,69,69,71,69,69,69,69,69,69,-11000,70,-11000,-11000,72,73,-11000,69,-11000,72,73,73,-11000,-11000,69,68,72,72,71,-11000,-11000,-11000,-11000,-11000,68,-11000,-11000,72,72,72,71,-11000,-11000,-11000,-11000,69,-11000,69,69,72,71,71,-11000,-11000,-11000,-11000,-11000,71,69,-11000,-11000,-11000,73,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_03_03,73,72,72,72,72,73,73,72,73,73,73,73,73,75,73,73,73,74,75,73,76,79,-11000,77,73,78,76,76,-11000,-11000,81,81,78,80,78,80,80,-11000,-11000,72,81,80,78,78,78,80,80,82,81,-11000,-11000,70,80,70,79,77,80,82,82,81,-11000,-11000,-11000,80,82,80,80,-11000,75,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_03_04,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_03_05,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,67,66,-11000,67,67,67,67,66,67,-11000,70,65,66,65,68,-11000,35,73,73,68,65,66,65,65,-11000,-11000,-11000,73,70,69,67,68,69,67,66,66,-11000,-11000,63,70,69,69,68,70,71,68,66,-11000,-11000,-11000,70,71,-11000,69,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_03_06,64,64,64,68,64,64,64,-11000,-11000,65,65,-11000,-11000,65,68,68,67,67,68,67,68,69,55,62,68,70,69,73,55,55,-11000,-11000,70,73,75,-11000,-11000,50,55,65,-11000,64,64,59,70,73,73,-11000,-11000,-11000,50,65,64,60,59,70,73,73,72,-11000,-11000,50,50,73,73,68,68,-11000,72,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_03_07,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_03_08,67,68,68,68,67,66,67,68,67,66,67,66,67,68,66,67,-11000,68,67,-11000,68,70,54,70,-11000,69,70,69,54,64,71,73,70,70,73,70,-11000,-11000,-11000,64,73,-11000,70,69,70,72,73,-11000,-11000,-11000,-11000,67,-11000,67,67,71,72,72,-11000,-11000,-11000,-11000,-11000,72,72,68,-11000,65,68,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_03_09,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_03_10,72,73,73,73,72,74,74,73,73,-11000,74,74,73,69,69,73,73,75,73,73,73,79,-11000,-11000,73,73,75,77,-11000,-11000,65,-11000,76,77,78,-11000,-11000,-11000,-11000,-11000,-11000,-11000,70,70,76,80,78,-11000,-11000,-11000,-11000,-11000,-11000,-11000,69,76,80,81,-11000,-11000,-11000,-11000,-11000,80,73,-11000,-11000,-11000,73,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_03_11,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_03_12,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,64,65,-11000,64,65,66,-11000,-11000,61,62,63,67,-11000,-11000,-11000,65,67,65,66,68,69,-11000,-11000,58,65,64,69,65,67,67,68,69,69,69,-11000,64,64,69,69,68,70,68,69,69,69,-11000,-11000,70,71,70,70,69,71,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_03_13,64,64,64,64,-11000,-11000,-11000,64,64,-11000,64,64,64,64,64,-11000,-11000,65,-11000,-11000,67,67,-11000,-11000,68,67,67,68,-11000,61,67,67,67,69,68,65,-11000,-11000,61,62,67,68,68,67,67,69,68,65,63,63,-11000,-11000,68,67,67,67,69,69,65,63,63,-11000,-11000,69,68,-11000,-11000,66,68,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_03_14,78,77,77,76,78,78,77,78,77,78,76,77,77,75,77,-11000,77,77,77,77,77,78,-11000,76,75,77,78,78,-11000,52,80,80,78,78,-11000,75,76,-11000,-11000,76,80,-11000,-11000,76,78,77,-11000,77,77,-11000,-11000,75,-11000,-11000,76,78,78,-11000,78,77,-11000,-11000,-11000,78,-11000,78,77,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_03_15,72,72,72,75,72,73,73,73,73,73,73,73,73,74,73,74,-11000,77,74,-11000,77,77,-11000,74,75,74,76,78,-11000,-11000,75,78,76,78,78,75,71,-11000,-11000,68,78,73,73,74,76,78,78,-11000,74,-11000,-11000,-11000,73,73,72,75,75,76,74,74,-11000,-11000,-11000,75,76,74,74,71,74,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_03_16,75,78,78,79,78,79,78,78,79,79,75,80,79,76,75,80,77,78,79,77,78,80,68,78,77,80,80,80,-11000,67,75,79,80,80,78,78,-11000,-11000,-11000,-11000,79,74,77,80,80,80,79,79,-11000,72,-11000,72,74,77,77,77,80,79,79,-11000,75,-11000,-11000,80,79,80,-11000,76,79,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_03_17,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_03_18,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_03_19,69,69,69,69,69,67,67,69,69,67,67,67,69,66,65,69,66,72,66,66,69,72,63,66,66,69,70,70,-11000,46,72,70,72,73,71,72,68,-11000,54,69,70,70,71,69,72,73,-11000,72,71,68,-11000,65,70,67,73,73,76,-11000,74,71,67,-11000,-11000,76,-11000,74,74,69,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_03_20,71,71,71,70,72,72,71,71,71,69,70,71,71,70,70,71,71,73,71,71,73,73,-11000,70,71,73,73,75,-11000,69,70,70,73,74,75,71,67,69,69,69,70,69,69,70,73,74,73,71,67,67,69,69,69,69,70,70,73,73,71,67,-11000,-11000,69,73,73,-11000,-11000,-11000,73,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_03_21,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_03_22,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_03_23,-11000,-11000,-11000,73,72,74,71,-11000,-11000,72,71,-11000,-11000,71,-11000,-11000,73,73,71,73,72,74,-11000,69,70,-11000,73,74,-11000,-11000,-11000,-11000,-11000,-11000,74,72,72,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,74,73,73,73,-11000,-11000,-11000,-11000,-11000,-11000,-11000,74,74,73,73,-11000,-11000,-11000,72,74,73,72,72,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_03_24,71,71,71,71,70,70,71,71,71,74,71,71,71,74,73,71,72,75,74,72,75,75,72,74,74,75,77,76,67,72,75,75,77,77,-11000,76,73,67,67,75,75,74,73,75,77,77,-11000,76,76,73,67,70,74,73,73,77,-11000,-11000,76,76,73,67,67,-11000,79,78,75,72,75,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_03_25,-11000,-11000,-11000,78,78,78,76,-11000,78,77,76,-11000,78,77,-11000,-11000,-11000,77,-11000,-11000,78,79,72,74,77,77,79,-11000,65,74,-11000,-11000,80,80,80,76,78,65,74,-11000,-11000,76,76,78,80,-11000,80,76,78,77,65,-11000,76,76,78,77,-11000,80,76,78,77,67,67,-11000,80,76,77,78,78,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_03_26,78,77,77,78,76,-11000,75,77,76,-11000,75,75,76,76,75,76,77,-11000,75,77,-11000,82,-11000,-11000,75,-11000,79,81,-11000,66,77,78,80,80,82,80,79,-11000,62,72,78,72,75,80,80,79,83,80,79,78,-11000,72,72,-11000,77,80,79,83,80,79,78,-11000,-11000,79,79,78,78,78,75,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_03_27,76,79,79,78,81,80,80,79,80,80,80,80,80,80,80,80,80,80,80,80,80,83,72,79,-11000,83,83,82,72,78,78,77,83,83,82,78,77,75,75,76,77,79,-11000,80,83,83,82,78,77,77,75,78,79,-11000,80,83,81,79,78,77,77,71,71,81,79,78,77,77,79,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_03_28,80,81,81,82,80,83,83,81,82,83,81,81,82,81,82,82,-11000,82,82,-11000,82,83,72,82,82,84,84,85,59,67,83,83,87,86,-11000,81,83,65,76,65,83,-11000,79,87,87,-11000,88,81,81,84,65,78,-11000,79,82,83,-11000,87,86,81,80,60,68,-11000,87,82,82,83,75,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_03_29,73,73,73,78,74,-11000,-11000,76,78,73,73,76,78,73,76,76,74,74,75,74,74,81,-11000,73,72,72,74,81,-11000,61,75,66,74,81,79,76,77,61,66,66,66,64,72,74,74,72,79,77,77,74,61,66,64,64,72,72,73,73,77,77,74,61,61,73,73,74,77,-11000,71,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_03_30,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_03_31,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_04_01,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_04_02,-11000,-11000,-11000,69,68,66,-11000,-11000,69,66,-11000,66,69,-11000,66,66,68,70,66,68,70,70,64,-11000,68,70,-11000,73,64,-11000,-11000,69,-11000,72,74,71,69,64,-11000,64,69,71,72,70,-11000,74,74,71,71,67,64,65,71,70,72,-11000,73,74,71,71,69,58,-11000,73,72,70,69,69,65,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_04_03,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_04_04,72,72,72,72,74,74,74,72,73,76,75,72,73,75,76,73,75,75,76,75,73,74,60,78,75,77,74,76,60,60,76,81,78,79,78,81,81,60,61,68,81,66,78,78,78,79,78,83,80,68,60,68,66,69,78,78,77,79,77,80,82,72,65,77,70,77,80,82,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_04_05,72,72,72,73,-11000,-11000,73,73,73,-11000,73,73,73,73,74,73,76,78,76,76,78,78,-11000,75,76,78,78,80,71,71,72,71,78,80,80,76,73,-11000,71,71,71,74,74,78,78,80,80,74,73,74,-11000,71,74,74,78,78,76,76,74,73,74,70,-11000,76,76,74,74,74,76,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_04_06,-11000,-11000,-11000,74,76,76,76,-11000,76,75,76,-11000,76,-11000,77,77,77,79,77,77,78,-11000,62,74,78,-11000,83,83,62,49,-11000,76,84,83,83,82,84,-11000,-11000,-11000,76,64,83,-11000,84,86,83,89,86,76,-11000,69,64,73,-11000,77,80,87,89,86,76,53,71,80,87,82,84,84,73,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_04_07,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_04_08,-11000,-11000,-11000,-11000,-11000,-11000,67,-11000,-11000,-11000,67,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_04_09,67,68,68,68,68,67,69,68,68,68,68,68,68,67,67,68,68,72,68,68,69,73,70,70,69,69,72,73,64,63,69,70,72,72,72,66,-11000,64,63,63,70,70,69,69,72,72,72,-11000,66,66,64,65,70,69,70,70,71,72,-11000,66,66,59,59,71,69,-11000,66,66,69,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_04_10,77,77,77,77,79,80,76,77,77,80,76,77,77,77,77,79,78,78,80,78,79,79,69,76,79,79,79,79,65,72,74,75,81,80,72,73,72,67,72,75,75,78,79,81,81,80,72,78,77,49,67,79,78,79,81,81,76,77,78,77,49,66,72,76,77,78,77,73,76,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_04_11,77,78,78,80,81,82,80,78,81,84,79,79,81,85,79,81,85,82,85,85,85,81,66,82,85,85,84,86,62,63,78,76,82,86,86,79,82,64,58,63,76,67,86,86,82,84,82,84,82,64,64,70,67,70,76,82,84,86,82,82,80,-11000,64,84,69,82,79,80,69,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_04_12,80,80,80,80,83,83,80,80,80,83,83,81,80,83,81,81,82,-11000,83,82,-11000,83,77,82,-11000,84,84,84,75,79,80,79,81,84,77,73,73,75,80,76,79,79,79,84,81,78,77,73,73,41,75,78,79,-11000,74,81,78,77,73,73,64,72,75,78,77,74,74,64,77,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_04_13,80,82,82,84,84,87,83,84,84,87,83,84,84,86,84,86,83,84,84,83,85,84,56,87,83,89,85,87,56,52,88,86,87,86,-11000,83,79,59,62,72,86,78,84,85,87,88,-11000,83,83,69,59,74,78,67,85,80,88,-11000,81,83,-11000,59,67,88,-11000,75,80,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_04_14,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_04_15,72,75,75,77,74,76,73,77,77,75,71,77,77,72,77,76,75,75,72,75,72,72,68,76,71,73,71,73,58,66,75,76,71,71,61,65,64,66,64,64,76,73,74,73,71,72,67,68,68,57,66,70,73,70,71,72,74,67,68,68,47,60,69,74,74,69,65,62,69,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_04_16,69,69,69,68,69,69,69,69,68,71,70,69,68,71,71,69,69,71,69,69,69,-11000,66,67,69,70,-11000,72,66,62,67,68,69,70,71,66,61,60,60,62,68,68,68,70,69,70,70,66,61,61,60,66,68,68,-11000,69,70,70,69,61,61,62,60,70,70,69,64,61,65,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_04_17,78,78,78,77,79,81,82,81,80,80,81,78,80,76,76,80,79,79,80,79,79,79,59,77,74,79,78,80,59,63,79,75,77,75,80,72,65,75,63,75,75,77,77,79,77,75,75,72,70,-11000,75,75,77,77,79,77,75,75,77,70,-11000,63,75,75,75,77,70,-11000,73,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
