date,77491_32247,77495_32247,77500_32247,77500_32252,77504_32234,77504_32238,77504_32243,77504_32247,77504_32252,77509_32238,77509_32243,77509_32247,77509_32252,77513_32243,77513_32247,77513_32252,77513_32256,77513_32261,77518_32252,77518_32256,77518_32261,77518_32265,77522_32234,77522_32238,77522_32256,77522_32261,77522_32265,77522_32270,77527_32234,77527_32238,77527_32243,77527_32247,77527_32265,77527_32270,77527_32274,77527_32279,77527_32283,77531_32234,77531_32238,77531_32243,77531_32247,77531_32252,77531_32256,77531_32261,77531_32265,77531_32270,77531_32274,77531_32279,77531_32283,77531_32288,77536_32234,77536_32247,77536_32252,77536_32256,77536_32261,77536_32265,77536_32270,77536_32274,77536_32279,77536_32283,77536_32288,77540_32229,77540_32234,77540_32270,77540_32274,77540_32279,77540_32283,77540_32288,77545_32274,.geo
2008_04_08,68,68,68,69,69,66,66,68,69,66,66,67,69,66,67,67,68,68,68,68,68,70,63,67,67,69,70,70,59,61,67,68,67,71,73,70,71,59,56,65,68,63,65,69,67,71,71,70,68,67,59,65,63,65,63,67,64,72,65,68,68,59,64,64,63,65,69,65,63,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_04_09,-11000,-11000,-11000,-11000,-11000,77,-11000,-11000,-11000,77,-11000,-11000,-11000,73,-11000,-11000,75,75,76,75,75,74,68,74,75,75,74,77,68,68,73,74,75,74,67,72,68,68,68,72,74,74,72,75,75,74,67,73,60,60,68,74,74,72,75,75,74,70,74,60,60,68,72,74,70,71,72,74,70,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_04_10,75,-11000,-11000,-11000,77,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,67,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,73,-11000,-11000,-11000,-11000,-11000,62,69,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_04_11,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_04_12,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,55,-11000,-11000,-11000,-11000,-11000,54,52,-11000,64,-11000,-11000,-11000,-11000,-11000,-11000,52,63,64,64,-11000,-11000,-11000,-11000,-11000,-11000,-11000,55,-11000,62,64,62,66,65,64,63,62,-11000,61,57,-11000,64,63,61,64,64,63,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_04_13,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_04_14,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,74,-11000,-11000,-11000,73,73,-11000,74,74,56,75,-11000,74,76,76,56,56,77,-11000,76,75,69,73,66,59,69,71,-11000,-11000,77,77,76,78,70,73,69,66,59,-11000,-11000,69,77,76,66,70,70,69,36,-11000,-11000,66,73,70,69,67,73,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_04_15,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_04_16,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_04_17,69,71,71,71,71,70,71,71,72,69,69,70,72,69,70,70,69,71,70,69,71,72,67,70,69,69,72,73,59,55,69,70,70,72,73,71,69,60,58,68,70,65,72,72,70,72,74,70,70,-11000,60,69,65,67,72,73,73,75,70,70,68,55,68,73,75,71,70,70,69,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_04_18,75,75,75,76,77,77,75,75,76,77,75,75,76,75,76,76,77,78,77,77,77,79,74,74,77,77,79,79,73,74,74,73,76,79,77,74,76,73,74,74,73,73,73,78,76,79,77,74,74,76,73,75,73,71,78,76,75,77,74,74,76,70,73,75,75,73,74,75,77,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_04_19,73,74,74,76,75,77,75,75,76,76,76,76,76,76,80,79,79,80,80,79,79,78,-11000,77,79,81,81,81,-11000,56,75,80,81,81,84,77,-11000,-11000,-11000,-11000,80,67,83,84,81,85,82,79,-11000,-11000,-11000,69,67,74,75,82,78,84,83,-11000,-11000,53,-11000,78,81,-11000,-11000,-11000,72,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_04_20,68,68,68,70,67,68,68,68,71,68,68,68,71,68,69,69,69,74,69,69,69,74,60,68,69,69,67,74,60,60,68,68,67,74,74,72,73,60,60,65,68,68,66,66,67,67,71,71,72,72,60,65,68,66,66,67,67,71,72,72,72,60,58,67,67,72,72,73,67,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_04_21,78,80,80,78,82,82,83,82,81,83,82,80,81,79,80,84,81,80,83,81,79,79,68,84,77,77,81,82,55,44,81,84,84,81,79,81,86,59,68,69,84,67,76,85,84,83,83,81,86,81,59,74,67,76,76,74,83,85,83,86,84,58,75,83,75,79,83,84,75,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_04_22,76,76,76,78,75,75,76,76,79,79,79,80,79,79,80,79,77,82,78,77,82,82,64,64,77,79,82,83,64,64,70,70,75,79,83,81,81,57,57,70,70,65,73,79,75,79,83,81,80,70,57,68,65,68,75,75,73,78,75,80,75,70,57,73,74,75,80,82,74,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_04_23,78,81,81,78,81,83,78,81,81,84,78,79,81,79,78,82,81,80,82,81,80,80,59,83,76,80,80,80,59,62,86,79,83,78,82,82,81,75,62,80,79,82,84,85,83,78,78,82,81,51,75,80,82,74,85,83,82,82,83,81,51,58,75,82,82,78,82,77,79,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_04_24,78,78,78,80,79,81,81,80,80,83,81,82,80,84,82,82,82,83,82,82,83,85,73,83,84,86,82,85,68,54,84,80,82,86,86,84,84,60,54,68,80,71,75,86,82,86,86,80,82,74,60,71,71,75,75,75,72,86,80,82,82,70,64,72,75,74,82,62,73,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_04_25,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,72,71,-11000,-11000,-11000,-11000,72,71,71,71,75,-11000,-11000,-11000,-11000,42,67,67,72,71,71,75,75,42,-11000,-11000,42,-11000,-11000,72,68,68,75,75,42,-11000,-11000,68,68,73,75,67,74,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_04_26,-11000,-11000,-11000,-11000,-11000,67,-11000,-11000,-11000,67,68,71,-11000,70,71,73,71,70,75,71,74,70,61,68,73,74,75,71,55,51,68,61,69,74,74,81,72,58,61,63,61,61,74,76,69,76,76,77,73,51,58,62,61,61,61,69,63,76,77,73,65,51,65,63,66,68,73,76,57,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_04_27,-11000,70,70,-11000,71,70,70,70,-11000,59,-11000,70,-11000,-11000,-11000,-11000,68,69,-11000,68,66,66,53,52,68,60,66,68,53,60,66,66,61,68,67,58,40,60,60,67,66,66,65,60,61,67,67,58,59,60,60,70,66,65,61,61,67,67,59,59,20,62,60,67,63,59,60,20,63,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_04_28,75,76,76,74,77,78,78,78,77,78,77,78,77,74,74,79,77,77,75,77,72,71,64,81,75,75,71,76,55,46,74,79,75,75,70,73,75,57,63,62,79,57,82,79,75,80,70,73,72,62,57,72,57,67,65,75,71,76,70,72,34,58,71,71,76,75,75,63,63,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_04_29,71,69,69,69,37,37,45,69,72,34,45,45,72,42,42,72,72,74,70,72,74,77,59,39,70,70,71,71,59,46,39,54,71,71,74,65,65,59,46,46,54,54,59,70,71,69,74,68,65,33,59,56,54,59,70,69,69,70,68,65,65,-11000,-11000,69,70,68,65,65,60,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_04_30,74,75,75,72,75,78,78,77,78,78,72,79,78,76,77,78,77,72,80,77,74,72,56,81,68,74,72,75,45,64,62,84,76,66,75,70,66,62,64,69,84,82,81,81,76,66,66,70,65,38,62,72,82,70,70,65,79,76,75,65,38,52,62,79,70,71,71,58,70,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_05_01,-11000,-11000,-11000,-11000,61,71,71,-11000,-11000,71,-11000,-11000,-11000,-11000,-11000,-11000,76,76,-11000,76,76,75,54,69,76,73,75,79,54,54,61,68,63,75,79,74,74,54,54,54,68,-11000,-11000,63,63,68,78,69,66,44,54,62,-11000,29,-11000,63,68,78,69,66,66,54,54,68,59,69,66,66,59,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_05_02,75,78,78,73,79,81,75,78,81,78,75,77,81,77,77,79,76,75,73,76,75,77,65,81,76,73,71,71,64,70,78,79,71,71,68,68,68,64,73,76,79,77,71,73,71,64,64,68,68,29,64,76,77,75,75,70,64,64,69,68,46,56,78,64,64,69,46,46,72,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_05_03,79,81,81,82,84,85,83,81,85,89,83,83,85,86,85,85,81,84,85,81,80,79,59,82,81,81,79,81,55,54,82,69,73,79,77,-11000,-11000,60,56,71,69,57,66,82,73,81,80,-11000,-11000,20,60,71,57,61,68,68,62,80,-11000,-11000,46,61,60,62,65,70,-11000,46,61,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_05_04,81,81,81,84,86,86,83,83,84,86,83,83,84,75,83,84,83,76,77,83,76,78,79,79,76,76,78,73,75,79,75,75,72,73,57,63,56,75,75,76,75,77,67,72,72,73,57,56,56,0,75,77,77,66,66,69,72,57,56,56,45,75,75,72,79,66,45,33,79,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_05_05,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_05_06,68,68,68,68,62,66,66,68,68,66,68,68,68,56,68,69,68,68,69,68,69,69,61,56,68,69,66,67,61,57,56,59,66,67,67,56,56,61,57,57,59,59,68,66,66,64,67,60,55,55,61,59,59,59,66,66,64,64,59,55,55,62,57,64,64,59,55,59,59,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_05_07,74,77,77,78,78,79,82,80,80,79,72,83,80,69,79,83,77,81,79,77,67,69,54,82,66,74,65,65,54,-11000,-11000,80,68,55,66,75,53,-11000,-11000,-11000,80,58,72,74,68,77,36,54,52,19,-11000,-11000,58,72,69,64,77,72,52,52,40,58,-11000,77,66,56,54,0,69,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_05_08,76,76,76,79,76,81,76,79,79,82,81,81,79,82,82,79,78,77,78,78,77,83,61,61,78,77,69,82,62,54,66,65,69,69,71,64,64,55,54,60,65,60,58,77,69,69,71,60,58,26,55,60,60,58,58,69,71,71,60,58,26,55,55,71,71,60,58,58,54,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_05_09,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,63,-11000,-11000,63,61,64,-11000,-11000,63,57,50,64,-11000,-11000,-11000,-11000,50,48,51,57,-11000,-11000,-11000,-11000,-11000,-11000,46,57,50,-11000,22,46,36,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,22,51,36,0,-11000,-11000,-11000,42,51,36,18,42,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_05_10,72,72,72,-11000,71,72,72,72,-11000,72,72,72,-11000,71,-11000,-11000,-11000,73,-11000,-11000,70,69,60,73,69,62,65,69,56,60,66,63,65,68,72,60,20,56,56,59,63,58,62,62,65,62,66,62,44,20,56,-11000,58,58,56,58,61,61,62,44,10,68,45,61,61,57,44,44,54,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_05_11,75,77,77,75,77,78,78,78,75,71,71,76,75,64,64,72,72,70,72,72,57,65,-11000,-11000,-11000,57,53,65,-11000,-11000,-11000,-11000,53,53,56,60,30,-11000,-11000,-11000,-11000,-11000,43,43,53,55,50,30,30,0,-11000,-11000,-11000,45,40,55,50,50,30,30,0,-11000,-11000,50,50,46,46,0,70,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_05_12,36,47,47,-11000,75,73,73,58,-11000,82,68,58,-11000,68,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,52,85,-11000,-11000,-11000,74,36,52,53,-11000,-11000,58,75,50,50,-11000,28,28,-11000,48,-11000,-11000,-11000,58,56,43,19,0,-11000,44,48,49,60,-11000,66,72,46,19,0,39,-11000,66,48,46,43,0,70,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_05_13,68,68,68,66,64,64,63,63,66,64,63,63,66,63,54,66,-11000,-11000,-11000,-11000,-11000,-11000,49,54,-11000,-11000,-11000,-11000,49,53,44,48,-11000,34,34,50,22,53,53,48,48,-11000,-11000,-11000,-11000,34,34,53,22,22,53,48,-11000,-11000,-11000,-11000,39,51,53,22,22,45,58,39,51,53,22,0,51,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_05_14,54,60,60,77,80,80,87,82,85,81,75,85,85,76,75,85,74,84,84,74,75,73,45,79,57,66,58,83,44,39,85,60,69,53,43,49,0,52,53,59,60,57,72,78,69,58,41,35,0,0,52,55,57,57,54,62,62,70,46,0,0,57,74,62,40,44,25,22,59,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_05_15,79,82,82,82,81,79,82,82,82,79,79,76,82,69,76,82,66,82,69,66,82,76,51,69,66,58,76,76,51,51,69,69,55,76,74,50,18,50,50,58,69,58,58,55,55,50,74,50,18,18,50,58,58,58,55,55,50,50,46,18,30,54,50,50,50,46,30,30,56,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_05_16,39,73,73,73,67,77,74,85,75,73,61,86,75,72,86,78,76,58,62,76,58,57,38,76,61,57,41,57,38,48,81,63,41,32,32,55,0,52,68,65,63,59,72,69,41,47,23,26,0,0,52,68,59,64,69,52,56,23,14,0,0,51,65,56,59,38,14,18,61,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_05_17,76,76,76,76,76,77,77,77,76,77,77,77,76,74,77,76,78,78,72,78,78,75,58,72,65,61,75,75,58,58,74,64,64,64,68,56,0,61,68,58,64,58,65,61,64,60,68,34,20,0,61,64,58,58,59,57,60,60,42,20,0,61,68,60,50,42,20,0,54,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_05_18,72,72,72,69,71,72,68,75,75,72,68,75,75,60,69,75,61,65,67,61,57,63,70,72,61,53,46,49,72,70,71,64,46,42,49,29,0,72,72,69,64,66,54,53,46,41,26,29,10,0,72,70,66,65,64,56,41,26,39,10,0,66,72,41,52,39,10,0,52,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_05_19,72,66,66,66,79,79,78,73,62,83,79,73,62,79,77,70,70,78,70,70,62,58,48,78,70,66,58,60,48,48,78,45,45,60,64,21,0,50,48,60,45,45,47,56,45,53,57,21,0,0,50,57,45,47,48,53,-11000,57,26,0,0,34,28,-11000,-11000,35,0,0,52,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_05_20,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,44,-11000,-11000,44,46,-11000,-11000,-11000,46,46,44,-11000,-11000,-11000,-11000,44,44,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,43,44,43,-11000,33,-11000,-11000,-11000,-11000,-11000,-11000,43,49,43,44,33,-11000,-11000,58,62,43,44,-11000,-11000,-11000,44,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_05_21,73,73,73,74,76,72,76,76,78,72,61,81,78,73,81,70,70,76,56,70,49,70,46,78,59,62,44,44,54,60,79,62,50,43,43,0,0,62,70,69,62,46,58,62,50,43,26,0,0,0,62,71,46,49,50,38,58,57,18,0,0,53,65,58,37,32,0,0,51,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_05_22,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_05_23,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,20,-11000,-11000,34,31,23,-11000,-11000,34,28,40,-11000,-11000,-11000,-11000,-11000,24,30,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,21,0,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,0,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_05_24,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_05_25,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,41,43,-11000,40,40,40,40,40,15,-11000,27,33,33,12,-11000,-11000,-11000,37,47,12,-11000,-11000,-11000,-11000,-11000,-11000,-11000,47,-11000,-11000,-11000,12,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_05_26,68,60,60,69,72,71,65,60,69,71,65,65,69,65,65,68,69,74,68,69,65,71,41,69,66,55,58,72,45,37,68,47,39,46,53,17,0,45,56,61,47,36,44,55,39,46,43,24,0,0,45,61,36,37,41,43,43,45,24,0,0,51,51,43,37,18,0,0,35,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_05_27,67,70,70,70,69,70,70,70,73,62,62,73,73,62,72,65,54,56,54,54,47,38,67,61,54,47,38,38,52,73,56,61,21,21,0,0,0,52,74,66,61,47,47,40,21,21,0,0,0,0,52,66,47,50,50,33,33,0,0,0,0,60,60,33,55,0,0,0,55,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_05_28,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,54,-11000,48,-11000,55,48,38,46,44,-11000,48,52,46,45,39,40,48,44,34,29,45,10,0,47,58,50,44,41,40,52,34,29,17,0,0,0,47,68,41,35,43,34,43,40,0,0,0,52,66,43,26,0,0,0,26,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_05_29,66,66,66,66,70,65,71,66,66,65,65,65,66,65,64,64,57,57,64,57,49,49,71,64,57,44,44,29,71,71,62,64,44,29,29,0,0,71,71,62,64,49,49,44,44,29,29,0,0,0,71,64,49,49,44,44,29,31,0,0,0,65,71,29,31,27,0,0,50,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_05_30,76,74,74,69,66,73,68,78,72,65,55,84,72,55,71,75,63,64,50,63,49,62,37,80,33,48,30,29,34,43,80,49,32,12,34,0,0,50,64,60,49,40,63,48,32,31,0,0,0,0,50,75,40,34,43,29,31,28,0,0,0,73,61,31,32,0,0,0,35,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_05_31,75,75,75,79,82,83,81,80,79,58,80,79,79,80,75,75,71,71,75,71,71,64,47,58,71,71,-11000,-11000,46,47,55,50,-11000,51,51,13,0,46,46,50,50,40,40,39,-11000,-11000,-11000,13,0,0,46,50,40,40,39,39,28,-11000,14,0,0,50,50,28,28,14,0,0,36,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_06_01,-11000,-11000,-11000,-11000,65,67,67,-11000,63,57,50,64,63,53,50,67,-11000,-11000,38,-11000,47,36,35,64,38,40,36,45,35,47,67,53,30,14,11,0,0,60,60,60,53,-11000,-11000,-11000,30,-11000,16,-11000,0,0,60,63,-11000,-11000,-11000,-11000,-11000,16,-11000,0,0,-11000,-11000,-11000,36,-11000,0,0,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_06_02,-11000,-11000,-11000,-11000,44,44,54,-11000,-11000,54,54,-11000,-11000,44,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,44,-11000,-11000,-11000,-11000,-11000,-11000,-11000,18,-11000,-11000,-11000,-11000,-11000,-11000,-11000,18,18,15,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,15,15,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_06_03,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_06_04,79,75,75,75,-11000,-11000,82,75,66,-11000,66,57,66,78,57,44,64,64,31,64,43,66,38,52,46,43,49,70,38,33,53,35,13,30,32,0,0,38,38,39,35,21,33,35,13,22,32,0,0,0,38,58,21,28,21,13,22,22,0,0,0,-11000,-11000,22,18,0,0,0,18,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2008_06_05,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
